uuid,prompt,topic
27d18cbc-b7ca-5d3d-aca8-d399164caea2,The rooster farted and got scared. motion 2  ,rooster
1355b15a-85da-5be6-bbbd-67034141ef75,"rooster, slow motion  ",rooster
eafc32ba-96f8-5ec4-bd13-6c19a7115b9c,a rooster fighting a eagle  ,rooster
90677eb9-869f-5188-8504-a29dd5f7df95,"a fighter rooster <img
    loading=""lazy""
    class=""chatlog__emoji ""
    alt=""🐔""
    title=""chicken""
    src=""https://cdn.jsdelivr.net/gh/twitter/twemoji@latest/assets/svg/1f414.svg""> changing modern weapon <img
    loading=""lazy""
    class=""chatlog__emoji ""
    alt=""🔪""
    title=""knife""
    src=""https://cdn.jsdelivr.net/gh/twitter/twemoji@latest/assets/svg/1f52a.svg"">  ",rooster
c6725600-d6f1-5bcc-baed-a1a372731aa0,rooster beak open  ,rooster
93912e09-a9c3-5e08-b037-616f03ddb613,A cartoon-style fighter rooster changing many weapon in a second with its imaginary rooster-ar 9:16  ,rooster
c3eb8581-c7ac-5a23-8043-12d5e62f683e,"rotating world, digital animation -ar 1:1 -motion 4 -gs 20  ",rotation
33f65f0f-da58-5603-8d82-cb298b08064d,Cartoon animation of a complete rotation of the globe  --ar 1:1  ,rotation
3657c3b0-f2a9-5f54-8bf3-7539ce1df233,"Two peaches, with beads left on the surface, a pink background, the peach slowly rotates, and the lens slowly rotates.  ",rotation
21a7e65e-1f0e-5fec-b35e-e31031959120,Macarons are spinning on the plate. Super fast. image.  ,rotation
73b6e867-ae2f-52d9-8b60-e0d9d61ba7ab,camera rotates 360 degrees around Brie Larson’s Captain Marvel  ,rotation
6fffb0a0-7385-5f3d-a412-9f081a0f44d2,Earth spinning from space with twightlight line  ,rotation
ac25518d-7bd8-58ca-bdfb-11f3b50528bf,"a wheel race car high spped rotation focus in the wheel, zoom out -motion 4 -fps 24  ",rotation
0b75de1b-95e3-5e3d-8b26-5de0077c9b5d,"The earth is rotating and there is sunlight behind the earth, -ar 16:9  ",rotation
a3460347-9581-5748-916a-f92e7729a386,a Spinning instructor  at the gym with full-class running and chatting  ,rotation
88634346-6c04-57eb-a6f2-cca9b363cf39,"canteloupe rolls -motion 1 -neg (cartoon, drawing)  ",rotation
1716d6b0-3bce-59df-ae11-21803770eed1,rugby players wearing blue striped shirts walking onto the field of play -ar 16:9 -motion 2  ,rugby
324de029-e13c-5ca3-bd81-80063b9251c2,a rugby ball is bounding  ,rugby
d496adaa-bdb6-52db-80b6-ebfec85e5203,The rugby ball bounces like a fish.[  ,rugby
921a3769-4bd1-5330-a922-9ac693b4dcc9,"A video showing a rugby ball flying in from the left foreground and hitting the ground on a sunny rugby field covered with green grass. The ball makes an irregular bounce towards the left background, highlighting the unpredictable nature of its movement. The scene is set on a bright, clear day, emphasizing the vibrancy of the green field and the dynamic motion of the rugby ball.  ",rugby
c8387905-8b64-51a3-83ba-74463f7bfc84,"new zealand all blacks rugby player on the rugby field with the ball, cinematic shot, sports videography,  ",rugby
10a3fe7b-9ad7-5dd7-ab08-48ad0d2e462e,Rugby balls make them splash like fish.  ,rugby
1ec9159b-6eba-5987-9199-cb9a3975042f,Hit a rugby ball; throw it highly I spurt in the distance I jump in the ground Shoot  ,rugby
502d272c-d95a-5d93-a118-49f7b85b0f99,a chubby boy with long hair playing rugby while also drinking a beer  ,rugby
9b1a21d7-691a-5eb9-ab03-9294e679d5fc,all blacks rugby union tackling the Irish rugby team with ferocious momentum and aggression  --ar 9:16  ,rugby
7f28a58d-b276-5592-bd88-1d32fb23c841,"The video should start with a wide shot of the rugby field. The girl should be running towards the camera in the foreground. As she gets closer, the camera should zoom in on her face. She should be running with determination, her eyes focused on the end zone.  The video should then cut to a shot of the girl running through the crowd of players and fans. She should be weaving her way through the bodies, dodging tackles and avoiding being hit by the ball.  The video should then cut to a close-up shot of the girl&#39;s face as she reaches the end zone. She should be about to score a try, and her expression should be one of pure joy.  The video should end with a shot of the girl celebrating her try. She should be surrounded by her teammates, who are all cheering and celebrating with her.  ",rugby
a44675ac-750d-51ec-b04e-734a3ec905dc,trige siberiano vs le&#243;n pelea  ,russia
fe6a7e34-39cb-562c-8bfa-1a1abb3efb95,"Disney&#39;s Emperor Zurg saluting Russian Troops in Hazmat Suits, Soviet.  ",russia
6cfecb20-eeae-5a83-bad1-6b4395b0a087,"tsar Nicolas with his daughters dancing in a castle, 4k, realistic  ",russia
0aebc037-064a-562a-8739-d5845a98db8b,dark russian city  ,russia
cf2e4e8b-860d-51fe-839c-91e09d92abd5,Tsarist russian street during the revolution  ,russia
af5c377e-1b4b-5237-94b3-9e7bd3a5fd5c,"winter evening, old Russian village, snowstorm  ",russia
60d45bab-e4de-50a0-84bc-6c2a5f33a7ae,"Star Wars AT-ST in Moscow, octane render, 4K, 8K  ",russia
26e642ce-b11f-57e9-8af7-59712b3734d1,Moscow city Russia Red square people walking around  ,russia
27e7ea43-5968-5a6f-a665-3693f64fc1c7,russian military protecting a huge palace  ,russia
4e08f6c0-d9fb-5d62-b0c1-a4d93b848f1e,Fyodor Dostoevsky holding a book  ,russia
0e1d4a32-73c4-56df-bce1-5dd0c1486466,"sailing the sea of cheese, plastic cheese, bright colors, 1978, Tim Burton style, steampunk style, 3d, -gs 300 -motion 3 -ar 9:16 -seed 756340 -fps 12  ",sail
6c7ca095-c3a4-5034-8a9d-494fd524a2f0,Lord of the Rings. boats sail on the lake  ,sail
b90509db-41e5-57aa-86ca-9095353fcabd,a man sailing in the sea  ,sail
d4ddc9e0-3430-5625-824d-6185d7127224,"pexel,a sloop in the sea  ",sail
fe355187-d427-56ee-aaa3-4674d6b5f6b2,captain awaiting the tide  ,sail
f0632ea5-0016-56a1-8a50-153600e634cd,boat sailing in the ocean -seed 6921787  ,sail
5e194a1a-e64e-594c-9c7c-e74850651157,"a pink and green landscape, made of pl&#225;tic, the sun is setting, a sailboat is traveling right , -at 16:9 -motion 2  ",sail
563915bb-1deb-5efd-9c26-b4d14bec584a,A gigantic ship sailing through a flooded forest with very tall trees  ,sail
21255a61-c0b6-5957-b77c-ae39c4313a1b,"the one in the Ahl helm &#39; with his crew,  16:9  ",sail
f6c02567-2c43-53ac-8f53-5e8b9ef19a05,"fishermen in radiation protection suits are dacing fast on the steamship,flowers   -ar 16:9  ",sail
aa9b9554-7cbd-5345-bbef-53babd9743d3,woman laughing while eating salad  ,salad
697df466-5d3d-5cc3-8d0b-1c2c2abb02ea,"lots of salad. -camera pan down right -neg morphing, erratic fluctuation in motion, noisy, bad quality, distorted, poorly drawn, blurry, grainy, low resolution, oversaturated, lack of detail, inconsistent lighting  ",salad
fe0af48c-abee-5ca1-81b6-b34ae4b99009,"1 Persian girl with long, flowing dark brown hair and white skin, gracefully preparing a vibrant salad by the tranquil Amstel River in Amsterdam. Place her beside a rustic wooden table set up by the riverbank.  ",salad
ff13cecc-a05c-5b37-90e8-68763c32f295,"a cartoon style character, a tomato worried and running away from the salad
gs-20 9:16 ratio  ",salad
0e95e33d-c0e2-5f62-95fe-5b39dab7dd36,Saladin walking in Jerusalem  ,salad
7035632c-0306-5e8f-9ce9-37278687e3b0,tasty instagram salad  ,salad
bf030ae8-1d67-545b-baa8-2fa229fdaac5,"a table with fresh ingredients: spinach, cherry tomatoes, cucumber, carrot and avocado  ",salad
f15a737b-14b6-5d7f-a163-207920d1df67,"a salad bowl full of sliced cucumbers, sliced tomatoes, sliced lettuce and sliced red onions, camera is panning and zoom out.  ",salad
59e835b7-8b34-586a-9be8-3c5728b2c8a0,"closeup of man named caesar cardini, chef hat, in toga holding caesar salad over is head, classical architecture, colorized tintype style --ar 5:2  ",salad
a3dfc3fa-7987-5cdc-85d1-b0492d1e9109,"Fresh vegetable salad on the plate, lettuce leaves flying in the air  ",salad
bff6487e-7671-50be-be6f-3f083b904f6e,a katana being crawled through the cloudy and rainy forest  ,samurai
a64a0807-4283-5728-a9ff-e4d2e8408769,a cinematic video of a young female samurai with silver hair fighting using a shiny sword  . She is fighting with scary animal like monsters on all sides.  The background is a dark place covered by fog  ,samurai
37636a55-e0d8-5eac-90f8-2198323be552,"a cinematic still from a samurai movie, in the style of japanese renaissance, 32k uhd, moody lighting,  cinematic color grading  ",samurai
48f04ce5-7db3-5dc0-9973-a9881b8e5256,samurai fighting in the desert  ,samurai
7f4237a9-6ccd-58a8-8a3f-34c00c59eec1,samurai fight for large pile of gold  ,samurai
8218868d-282a-5fa5-9c76-c0f271d57134,"swinging double sword samurai, running against wind  ",samurai
192885f4-4ab7-573f-b12e-c46e6bc7a51e,"In the dimly lit forest, a figure emerges, clad in dark, flowing robes. With each step, the leaves beneath their feet crunch, deadened by the weight of their presence. The air is heavy with anticipation as the samurai&#39;s intense gaze pierces through the shadows.

Their jet-black armor gleams menacingly, reflecting slivers of moonlight amidst the dense foliage. A long, Katana sword is securely firmly in their grip, its steel glinting and ready for battle. The forest seems to stir in response, as if recognizing the imminent clash of forces about to unfold.  ",samurai
30166aeb-d812-5d88-8187-6914dd18664f,anime purple samurai running in the dark woods  ,samurai
cf868be4-e2a6-5736-9add-627d4aa36864,"hallowed grounds of a former dojo turned nightclub where electronic music is fused with traditional Japanese instruments, where samurai train with grace and precision  The camera captures the faces of the samurai unleashing unique and graceful dance moves.  Her determination and discipline are reflected in every movement, fusing ancient combat techniques with the grace and fluidity of modern dance. 8k. high resolution. Cinematic Style.  ",samurai
0e30b51f-02b8-554e-965f-78a1c352ce16,samuray city  ,samurai
d34ea148-d5be-5d5b-94cf-822770181d59,"DUNE PLANET, WITH SANDWORM  ",sand
08a26358-b401-5522-893d-12d7d353c2df,mud  ,sand
6c4654fa-ef09-560e-b31f-0bdb31c3b3c3,"an infinite grid of hexagons, each filled with a pool of dripping, gooey sand. The sand morphs into geometric shapes that hover and rotate. Textures resemble beach sand and translucent gel. Hyper-realistic, beachy textures, high dynamic range, 8K UHD, high color depth. Dolly forward -fps 24 --ar 5:2  ",sand
a118647e-946b-5194-af9e-0f66554cc0ee,"2D picture, from Wes Anderson, color aesthetics, picture movement, forming depth of field, the main theme is the dunes in the desert, the wind blows through the sand, the sand particles are flying, the wind is blowing, in the wind, in the middle shot, there is a Hitchcock grams skyrocketing  ",sand
de89aa28-6d81-5fa5-a85e-74acb2b33dfa,sand  Message: 2023 (Font: MODERN)  ,sand
c4552955-b319-5488-9f4a-06d598f9c758,the car drives along the sand and then turns into a store  ,sand
0ada0094-d630-52ef-b5ea-ccd61dfcc665,Sandman The Endless Delirium  ,sand
7dc73b3e-ff55-5c46-8a9d-fcfbc45eaa54,The wind blows the sand on the ground.  ,sand
fcbed43c-eb04-5297-a477-349b74c47fae,sahara desert with strong winds blowing the dry sand  ,sand
b48b9896-78fb-5cdb-9b0d-1701be4222cc,"a mountain made up of colored  sand as high as Mt Everest, -ar 16:9 -Wide angle Helicopter zoom shot  ",sand
a0036040-905e-5adb-baa0-d3005f60c06f,a black woman amuzed by a sandwich that just appears from no where  ,sandwich
1dfc8a32-545e-5164-b330-c916727c2863,"sandwich flying in the sky with clouds, -ar 16:9 hyper realistic, dynamic video loop  ",sandwich
b44954ca-a9d0-504d-b13a-bf3a10a70796,woman entering Berlin Subway with hugh fish sandwich  ,sandwich
7d128f66-9a3e-5467-9b1d-7d6ad4d0b727,a grilled cheese sandwich split in two falling in slow motion -camera pan down -ar 9:16  ,sandwich
23c82e04-d1b3-5bf9-b110-0db9dcc9f217,":Sharp focus facial features pretty eyes detailed face, lady sitting on a chair at her kitchen table her feet on black tile floor in her kitchen putting a tuna fish sandwich in her mouth using her hand then chewing the tuna sandwich, Full Shot -neg bad anatomy, more than two arms, close up  ",sandwich
f0ff0482-4476-58ef-9b1a-f42d44db12d7,Person eating a sandwich at home -30fps -realistic lighting -realistic movement  ,sandwich
0a361fe0-eca0-584d-8d19-6d85eb426302,making of a sandwich video with red background  ,sandwich
23d18ed2-4b96-58e9-b3b0-08e9cc818d7f,"chrome reflective curry sandwich with people dancing around, -ar 16:9 hyper realistic, dynamic video loop  ",sandwich
65f535f9-6d2b-596b-b0ba-a2a9c60026da,":Sharp focus facial features pretty eyes detailed face, lady sitting on a chair at her kitchen table her feet on black tile floor in her kitchen eating a tuna fish sandwich, Full Shot -neg bad anatomy, more than two arms  ",sandwich
d88d73af-a78d-5bac-999b-a8d7cee0528c,":10 feet away Sharp focus facial features pretty eyes detailed face, lady sitting on a chair at her kitchen table her feet on black tile floor in her kitchen putting a tuna fish sandwich in her mouth using her hand then chewing the tuna sandwich, whole scene, Full Shot -neg bad anatomy, more than two arms, close up, mouth wide open  ",sandwich
50c3adc7-69f3-59ef-89ad-9843d4584576,santa claus and christmas tree -- ar 9:16  ,santa claus
3f323fe7-85ce-5dc0-96af-4c220598ef05,Santa claus in a fight with Easter bunny  ,santa claus
f9b6d8a7-bac4-57a7-a5f2-41aab9628a90,"Afro American Santa Claus, Zoom Out, -neg morphing, -camera rotate clockwise, -fps 24 -gs 17 -motion 4 -ar 9:16  ",santa claus
5e95e2a4-54f7-56d4-8f2f-6e13e4d97bc2,"santa clause riding a reindeer in a moonlit snowy landscape, unreal engine  ",santa claus
105b0f37-3564-5009-b068-19dc1c260a95,"Santa Claus is depicted in his iconic red suit with white fur trim. He has a round, jovial face with rosy cheeks and a long, white beard that flows down to his chest. His eyes twinkle with merriment, and he has a friendly smile on his face.  Santa Claus is wearing a red hat with a white pom-pom at the top, and it sits jauntily on his head.  ",santa claus
b15e1b4c-962a-5e3a-86fa-a89dfe154cf5,"Santa Claus flying over the clouds, lots of movement, —ar 16:9  ",santa claus
7fe0228f-8b5f-5246-a9d1-68b839dca88a,Santa clause having a beer  ,santa claus
ff09df62-aed5-5934-9b69-b64301d0c732,"Create a photorealistic video featuring Santa Claus in a dimly lit room. Santa is holding a crystal ball, and a soft light is illuminating his face. As Santa gazes into the crystal ball, reveal a scene inside it – a sleeping little girl in her bed. The atmosphere should evoke a magical and heartwarming feeling. Pay attention to details, such as the reflections in the crystal ball and the subtle lighting in the room.  ",santa claus
c0233c9d-dbc6-5918-bcd8-c0cdd486cdfb,"Extreme close-up of Santa Claus flying through the sky on a sleigh with gifts pulled by reindeer, feeling of the holiday -m4 -ar 16:9 - camera pans to the right  ",santa claus
98060dea-58ff-518e-95a2-dee2eede71d0,"Santa Claus is waving to everyone, Pixar style  ",santa claus
17b25b37-a57a-5158-96ff-4ca7188ea441,A realistic image of the planet Saturn with its majestic rings rotating in rapid movements intense lights vivid colors perfect scene with the universe in the background of the ultra-realistic 8K HD image  ,saturn
ef063177-75c9-5f42-832b-0c02a4d534ba,going through saturn rings 4k  ,saturn
3d55fcee-fe23-57a0-8ec5-d412b64a1990,"Flyby of a highly detailed planet Saturn. -neg morphing, erratic fluctuation in motion, noisy, bad quality, distorted, poorly drawn, blurry, grainy, low resolution, oversaturated, lack of detail, inconsistent lighting. -camera zoom out -motion 1  -neg morphing, erratic fluctuation in motion, noisy, bad quality, distorted, poorly drawn, blurry, grainy, low resolution, oversaturated, lack of detail, inconsistent lighting.  ",saturn
b2ffb288-f04f-5fc2-bdf6-e319c7f9e4e4,"movement of Saturn&#39;s rings in space, more detailed, high-quality visualization, filter effect like in a telescope but close to a 300 mm camera.  ",saturn
32379635-77e9-539b-ac1b-a54f79924052,Star wars battle on the Saturn  ,saturn
87a2ffd7-f289-510d-91c5-929c9c4142be,"raw photo of fireworks on planet saturn made of ice crystals evolving into rainbows, glitch art,  ",saturn
de2044a2-a264-5450-b786-e668c81155fc,"saturn collapses and explodes, 1995, cinematic, filmed in 4k digital camera, 24mm anamorphic lens, 4k, high resolution. anamorphic lens -gs 16 -ar 16:9  ",saturn
a4764077-2df1-5d61-bd2d-f6a7e125426d,a realistic saturn rotation  ,saturn
d6f6b49e-1034-5565-8d35-b9a9a17b4558,planet saturn in space  ,saturn
9dbe6831-8d34-5b1c-8674-3abe07b1ba92,"City on the rings of Saturn, dawn, night and day part of the city  ",saturn
775b3bdb-469f-54bd-9d66-0ebd0616355f,An Emerald Mountain  ,scenery
86997549-fe30-5d64-a602-63fcd0a4f672,"Pan from left to right while slowly zooming in, branches swaying from side to side from a slight breeze, leaves blowing up from the ground -ar 9:16  ",scenery
107638e7-02a1-5025-b5f9-30eabe44fef3,A river flows in a beautiful forest and birds fly in the sky  ,scenery
771d1544-b03a-5e46-bd94-29cd69707ac3,"cinematic, Sepia landscapes road, forest, castle, Ultra HD, intricate detail, highly detailed, hyper realistic -fps 24 -gs 17 -motion 4 -ar 9:16  ",scenery
0477b71e-e933-511b-936a-3d1138658eaf,greenery water fall  ,scenery
3b5489da-fc33-53fe-82ce-ba450a6b8735,"a beautifull cartoon animated vally having different and colourfull flowers, butterflies are flying on the flowers and a river is flowing near them. a little girls is playing with her cat in this environment. show this scene from some distance  ",scenery
41739376-f027-528e-b854-26edaa2f154e,"Green lake with birds, forest, sun, mountains, use bright colors, -ar 16:9  ",scenery
a34adcf7-610b-5779-901d-37ceaff7e435,"Babbling brooks flow through the picturesque scene, and vibrant flowers of various colors bloom everywhere,4k motion cinematic 16:9  ",scenery
bce039a3-7ef6-52b1-9db8-8ccdbf21fadd,"Royal sword flight, looking down at the foot, aerial view, green mountains and green water, 4k  ",scenery
c6606ba2-6da1-5c4f-92e6-7e6a43397570,background motion with light fog  ,scenery
0b23d2dd-a3f5-5eed-a53b-5a2228fc62fd,"propaganda, study, school, politics  ",school
cd0d5c9c-ac65-5a25-9350-ceea06b217cd,"wide screen shot,  fat lunch lady, serving food  ",school
605cd88e-61f1-513d-b5a1-4dd272e70c6a,a girl in the school farted stinkingly  ,school
d015791b-e39e-5cbc-bb76-e6cfa57ff284,two school girls returning from school  ,school
aca6599a-6a73-57ea-a5eb-d003471d9211,ten seconds Karl C. Parrish school celebrating 85th birthday  ,school
899f6244-7a0d-579e-bfec-0505ac117498,Rumors and whispers spreading throughout the school.  ,school
2db4e3fe-b397-5e7c-86ee-1c998356ac20,"wide angle shot of two indian watchmans and a driver standing and talking with eachother at  main gate of school building , night time , dark theme  ",school
aeb1512d-2a22-5b36-848a-e02e937342f9,two boy and girl go to school  ,school
7e74906d-0de2-59fd-9c22-752164a5dd20,The girl going to school sees a rabbit on the road.  ,school
7826ba0b-7909-551b-b785-505d14e74ec7,"girl writing paper, smiling  ",school
497c12df-a61a-5d1e-80f8-d6c0fef8bf1c,a small boy wearing school uniform and school bag setting beside him in a school bus showing his face  ,school bus
b660e6a5-1f1a-515f-9ea9-cf078da08dc3,schoolbus coming  ,school bus
9828081b-b3a8-5a24-90d0-0af3fc78bd23,cartoon animation cute kids laughing and giggling inside a school bus  ,school bus
21c395f2-3358-584f-bce4-b3d1c4aeb1a3,"3d animated school bus with happy kids in london, 3d animated, pixar quality, 4k video  ",school bus
2e84ca02-bed7-5f0b-a032-ca01891885c5,"3d animated school bus doors opening and closing, pixar, 3d, high quality video, 4k  ",school bus
e4c22499-c975-5f73-9483-e4f66c2ffdba,"Outside the villa, snow covered the road as a school bus pulled up in front of the entrance, and Mrs. Chen watched Duo and Ping Ping get on the bus, waving goodbye to them.  ",school bus
2eddcfa8-cf5d-5065-8038-5f9b193d3571,"An childrens  playing , crossing the bus , drone shot, cinematic lighting, 4k, realism  ",school bus
67789a74-87fd-5fc5-b728-fa04d66c081a,group<em>of_kids_travelling_in_a_school_bus_in_forest_looking over wild animals as</em> clear 3D Cartoon  ,school bus
64893952-9e90-5cac-9db0-92cb62a76668,"People on yellow school bus jumping up and down. Realistic, 8k, ultra-HD, Pixar style, Disney-style, Animated-style – ar 16:9  – motion 4  ",school bus
e615a9e0-e15d-519f-b368-61e0f66d76bd,"Disney style a colourful school bus comes at the traffic signal , stops, in a American neighborhood beautiful  ",school bus
54133937-7577-58d5-99a5-b54aac59faa4,Arnold Schwarzenegger very muscular with Iron Man&#39;s super armor. show up to the waist  ,schwarzenegger
558bee4f-d87c-5ac9-95ab-c533e6a66931,Arnold Schwarzenegger very muscular with Iron Man armor. centralized.  ,schwarzenegger
9fd30144-6ad5-5570-b23f-9c135e479b23,"image shinny polished metalic Gold  with rain drops of Diamonds, manifest into a perfect beautiful featured face of Arnold Schwarzenegger  ",schwarzenegger
75d0a9bd-5518-5386-bc59-1f721b01b172,Arnold Schwarzenegger very muscular with Iron Man armor centralized  ,schwarzenegger
eb86de60-6d51-5f56-b7da-771be2600364,Arnold Schwarzenegger swims in a River of Congo Repubblica afrika and is killed by a giant cocrodile  ,schwarzenegger
ccf9f00c-31e8-5fa8-b053-4027d7ccb156,Arnold Schwarzenegger is the Cyber Hulk Knight.  Scifi.  ,schwarzenegger
44837f99-2ac5-568e-bc86-c8f36005a4fc,arnold schwarzenegger breakdancing in central park  ,schwarzenegger
0b1fa6a4-94ef-5939-93b9-afcdbd41efdc,arnold schwarzanegger shooting guns in a farmyard  ,schwarzenegger
dbb9278c-00a8-5df2-8df4-83fcf421e4fc,Arnold Schwarzenegger is eating a cupcake  ,schwarzenegger
ee28ec50-218b-57ea-a579-d886251f2854,Arnold Schwarzenegger in a wes anderson movie  ,schwarzenegger
51ee3503-3e9f-5f2c-b242-17f0a7be5825,"POV wide shot, front shot, centered, daytime, an alien scorpion, scorpion head, muscular body, claws, standing in a firm pose, walking on a street of a futuristic alien metropolis with tower, 3d render -neg &quot;deformation, distortion , rays of light, beam of light, smoke, duplicate car, side camera, rear view camera, rear camera, people, multiple scorpions, very fast, windows in buildings, glass, evening, night, dark, fire, reflection, cartoon, drawing , foreign body, transformation, sideways, people, cars, human hands&quot; -motion 1 -gs 12 -fps 24 -hide  ",scorpion
5418ed36-c2cf-5654-9e41-c43a03f2c731,"A hyper-realistic color photograph of a scorpion on a wedding dress. Disturbing . Minute details and play of shadows, capturing the contrast between beauty and macabre. 8K --q 2 --s 700 --c 5 --ar 9:16  ",scorpion
a364ac1f-426e-5078-b036-14a7646dcfe1,"frontal photo wide, front shot, centered, daytime, an alien scorpion, muscular body, standing in pose as a guard on the street in a futuristic alien metropolis with tower, unreal engine -neg &quot;deformation, distortion, light rays, beam light, smoke, duplicate car, side camera, rear view camera, rear camera, people, multiple ants, very fast, windows in building, glass, evening, night, dark, fire, reflection, cartoon, drawing, foreign body, transformation&quot; - motion 1 -gs 12 -fps 24 -hide  ",scorpion
70879b5a-fd35-5f75-854d-f057f16a3b2c,a scorpion holding a jay to its mouth and smoking it with gas everywhere in space  ,scorpion
f33e4df5-12d5-596b-86c2-bc5fc6470f42,"POV wide shot, front shot, centered, daytime, a mutant scorpion, muscular body, standing in pose as a guard on the street in a futuristic alien metropolis with tower, 3d render -neg &quot;deformation, distortion, light rays, beam light, smoke, duplicate car, side camera, rear view camera, rear camera, people, multiple ants, very fast, windows in building, glass, evening, night, dark, fire, reflection, cartoon, drawing, foreign body, transformation&quot; - motion 1 -gs 12 -fps 24 -hide  ",scorpion
d3ab690c-5af6-5ab8-aea1-971d51fce71f,photorealistic portrait of renesanse woman holding a little black scorpion in one hand  ,scorpion
47945887-841d-5b63-b38e-cd5ab3714ce3,"If you put even a tiny drop of alcohol on a scorpion, it will sting itself to death -ar 9:16 -motion 2  ",scorpion
0ac08be3-b921-53d3-98d6-42719f41d620,a striking scorpion  ,scorpion
ed03a4dd-c79e-538b-9f3f-c5706097788c,a scorpion robot that collect trash and is sinister  ,scorpion
f59d6f8b-1d2c-5198-a639-868fb0268d57,"Quite angle shot, front shot, centered, daytime, an alien mutant scorpion, scorpion head, muscular body, clawed paws, standing walking on a street of a futuristic alien metropolis with tower, in an open location, unreal engine -neg &quot;deformation, distortion, rays of light, beam of light, smoke, duplicate car, side camera, rear view camera, rear camera, people, multiple scorpions, very fast, windows in buildings, glass, evening, night, reflection, cartoon, drawing , foreign body, transformation, people, cars, human hands, multiple arms&quot; -motion 1 -gs 12 -fps 24 -hide  ",scorpion
36fb4a16-f698-5db1-8fe3-ffee61f960d5,"Create a digital sculpture and ultra realistic clean woman face with blue eyes with a flow that originates from the top, rising in a continuously changing burst of colors, intermingled with elements resembling water, ice, and light, all while emulating the style of &#39;Winds of Yawanawa&#39; at a resolution of 128k, UHD, with HDR, using Octane render -fps 24  ",sculpture
322108d6-3776-5798-86d1-771b29af69f4,in a Colombian public park an animated moving and running sculpture of Fernando Botero himself made by Fernando Botero.  ,sculpture
b75a1e5d-237d-5fb7-ad42-2ccd3e66d2b8,bust of a clown in marble  ,sculpture
2822eeeb-268c-58c3-bc5d-a7c855a5fb37,filming all around an abstract colorful weird sculpture  ,sculpture
2a909431-44d0-5b80-b9fc-1bf3d259cbbb,"Inspired by the grotesque and fantastical creatures in Hieronymus Bosch&#39;s paintings, a special effects artist creates a series of lifelike sculptures that blur the line between reality and nightmare, art installation, dark and haunting visuals, dramatic lighting to accentuate the details of the sculptures, steady and deliberate camera movements to capture the eerie atmosphere, 4K, --gs 22 --neg &quot;no censorship of the artwork&quot; --ar 16:9 --seed 2468  Message: 1 Attachment  ",sculpture
98045b8e-e8b9-531b-9a23-5764a153dd72,"make a golden sculpture of a eagle that is very detailed, very realistic, and make it in the parking lot of Allsups. In Santa Fe, New Mexico make this sculpture made out of 24 karat gold.  ",sculpture
b12946cb-a6cd-5aa1-9b58-738eac1f1b1e,dancing human siluet un bronze shield  ,sculpture
1f3057a8-886d-5692-bee3-35d87f472810,statue goddess Greek --s 7 -ar 9:16  ,sculpture
eb754cbc-3864-5f03-84c9-9afcd16734da,make a statue on some other stone.  ,sculpture
0fd83665-f4bd-59b2-80dc-6208568cf553,3D sculpture rotating a 360 degree in air .male. fashion.  ,sculpture
9afd8a0e-689b-5939-a840-21a1d6b2c947,close up on lobster under water  ,sea creature
1cc835dc-08c9-53c0-b5f6-62be3e0eeacd,a deep sea intelligent race  ,sea creature
a1240a2f-e9d7-5e4c-8262-c566d91806e9,glass figures of an octopus and crab moving around  ,sea creature
6f24f815-0d55-58da-b9d8-8ec72e875075,"clown fish  swimming in the open ocean, surrounded by the wonders of the deep blue sea motion 3, ultra hd, disnstyle, cinema,8k  ",sea creature
85e58840-83b2-5422-bfe7-c3c9efbbb0be,"undersea unkown creature with many eyes, dark environment, creepy  ",sea creature
7fea4b36-b8eb-5951-9231-e4ba26d2a627,"Otherworldly aquatic mutation, a fusion of marine life and eldritch horror, sinuous tentacles resembling kelp intertwining with scales of iridescent bioluminescence, eyes that gleam with an eerie phosphorescent glow, a maw that opens impossibly wide revealing rows of serrated teeth, lurking in the abyssal depths amidst the remnants of a sunken city, an uncanny juxtaposition of beauty and terror, evoking a sense of both awe and dread.  ",sea creature
1a1663ac-8f60-512b-9a00-750f979ca56c,a fish and crayfish are dancing  ,sea creature
82945089-ab56-5ed1-b2ac-7b08e71b642d,"A lone, vibrant clownfish darting among the sea anemone, 4K, --gs 20 --neg &quot;no pollution&quot; --ar 16:9 --seed 3671  ",sea creature
af9805f0-7cdf-5c53-b102-fa98cf6ea33b,"cinematic aerial drone view of a glowing Leviathan emerging from the sea, 16K resolution, Phantom High-Speed Camera, sharp clarity, good composition, dynamic, wide shot -neg &quot;cartoon, vector art, clipart, 3D, distorted, amateur, split, blurry, broken, unrealistic anatomy, motion blur, pixelated, flat, unclear, grainy, inaccurate, slow motion, underwater&quot; -motion 2  ",sea creature
f97619ca-25ee-533e-8ed6-5b34b07ded23,1990s super 8 footage of black creature hanging off ship -camera pan up  ,sea creature
9279cacd-e4c6-578d-99fc-5d0c601b4f39,"highly detailed of a group of seagulls flying slowly at highly detailed beach in the morning, realistic, dim sun light, -ar 9:16  ",seagull
c14358e1-fd80-5b18-acb0-7bd826b60a60,The proud seagull diving down toward the water and gliding effortlessly just above the surface of the rippling water  ,seagull
5558cdc0-106b-5999-871e-697f0b0d9924,a seagull walking on shore  ,seagull
